time_seconds,red_raw,ir_raw,selected_raw,filtered_latest,bpm,bpm_fft,hrv_ms,signal_quality
55.4031,102902,120417,120417,178.42,89.47,88.00,30.95,Good
55.4498,102942,120497,120497,80.05,89.41,88.00,30.95,Good
55.4963,102978,120616,120616,-21.40,89.41,88.00,29.26,Good
55.5445,102996,120711,120711,-87.77,89.41,88.00,29.26,Good
55.5911,102958,120683,120683,-93.41,89.17,88.00,30.95,Good
55.6375,102992,120657,120657,-75.85,89.41,88.00,29.26,Good
55.6839,102995,120675,120675,-60.53,89.41,88.00,29.26,Good
55.7309,103017,120724,120724,-55.33,89.41,88.00,30.00,Good
55.7830,103044,120791,120791,-59.27,89.41,88.00,31.76,Good
55.8334,103039,120881,120881,-68.62,89.44,88.00,30.00,Good
55.8839,103072,120862,120862,-51.22,89.44,88.00,29.26,Good
55.9340,103061,120849,120849,-29.13,89.44,88.00,29.26,Good
55.9859,103071,120876,120876,-11.04,89.41,88.00,29.26,Good
56.0360,103095,120907,120907,7.78,89.41,88.00,29.93,Good
56.0861,103073,120856,120856,40.25,89.41,88.00,29.93,Good
56.1362,102903,120393,120393,141.16,89.47,88.00,30.00,Good
56.1880,102699,119926,119926,209.05,89.47,88.00,31.76,Good
56.2389,102748,120007,120007,128.20,89.47,88.00,35.53,Good
56.2891,102732,120104,120104,30.21,89.44,88.00,31.76,Good
56.3391,102759,120148,120148,-40.39,89.44,88.00,30.00,Good
56.3910,102792,120134,120134,-68.03,89.44,88.00,29.26,Good
56.4411,102791,120055,120055,-55.89,89.44,88.00,31.76,Good
56.4913,102800,120122,120122,-60.30,89.44,88.00,30.00,Good
56.5414,102839,120220,120220,-67.61,89.67,88.00,30.00,Good
56.5924,102891,120336,120336,-77.31,89.67,88.00,30.00,Good
56.6419,102943,120408,120408,-75.07,89.67,88.00,30.00,Good
56.6920,102941,120451,120451,-62.24,89.67,88.00,30.00,Good
56.7434,102976,120488,120488,-43.61,89.67,88.00,30.00,Good
56.7950,102981,120503,120503,-17.68,89.67,88.00,30.00,Good
56.8444,103024,120588,120588,-5.12,89.67,88.00,30.00,Good
56.8944,102953,120296,120296,78.45,89.67,88.00,29.99,Good
56.9446,102740,119822,119822,176.85,89.67,88.00,30.60,Good
56.9964,102690,119626,119626,181.55,89.67,88.00,30.00,Good
57.0465,102776,119824,119824,77.21,89.67,88.00,30.00,Good
57.0966,102833,119965,119965,-14.96,89.86,88.00,30.60,Good
57.1467,102855,119959,119959,-51.19,89.93,88.00,30.60,Good
57.1989,102814,119901,119901,-46.98,89.93,88.00,30.60,Good
57.2500,102858,119982,119982,-52.67,89.93,88.00,30.60,Good
57.2993,102937,120078,120078,-55.25,89.93,88.00,32.99,Good
57.3504,102952,120145,120145,-52.18,89.93,88.00,30.60,Good
57.4011,102993,120265,120265,-61.00,89.93,88.00,30.60,Good
57.4513,102986,120267,120267,-45.10,89.93,88.00,30.60,Good
57.5014,103013,120295,120295,-32.70,89.93,88.00,30.60,Good
57.5532,103038,120317,120317,-17.41,89.93,88.00,30.60,Good
57.6035,103084,120442,120442,-20.27,89.93,88.00,30.60,Good
57.6541,103066,120401,120401,13.09,89.93,88.00,30.60,Good
57.7042,102897,119884,119884,133.69,89.93,88.00,33.13,Good
57.7573,102714,119400,119400,214.85,89.93,88.00,30.48,Good
57.8075,102730,119451,119451,145.35,89.93,88.00,30.00,Good
57.8575,102782,119507,119507,52.88,89.93,88.00,30.60,Good
57.9076,102801,119583,119583,-33.65,89.93,88.00,30.60,Good
57.9596,102809,119600,119600,-77.43,89.93,88.00,30.60,Good
58.0098,102796,119613,119613,-87.83,89.93,88.00,33.43,Good
58.0598,102799,119676,119676,-87.12,89.93,88.00,35.94,Good
58.1099,102910,119773,119773,-84.55,90.23,88.00,33.43,Good
58.1619,102947,119817,119817,-70.49,90.23,88.00,31.07,Good
58.2121,102929,119886,119886,-64.13,90.23,88.00,31.07,Good
58.2631,102943,119900,119900,-49.00,90.23,88.00,33.43,Good
58.3132,102972,119956,119956,-42.22,90.23,88.00,33.43,Good
58.3650,102976,119979,119979,-25.56,90.23,88.00,33.43,Good
58.4150,103036,120080,120080,-19.54,90.23,88.00,33.43,Good
58.4650,103052,120148,120148,-1.82,90.23,88.00,30.60,Good
58.5150,102997,120026,120026,53.39,90.23,88.00,33.43,Good
58.5669,102771,119496,119496,172.70,90.23,88.00,32.78,Good
58.6163,102642,119210,119210,203.96,90.14,88.00,34.71,Good
58.6656,102712,119302,119302,121.73,89.93,88.00,34.71,Good
58.7157,102776,119411,119411,26.13,89.74,88.00,34.71,Good
58.7688,102823,119489,119489,-44.21,89.74,88.00,32.99,Good
58.8181,102814,119475,119475,-64.69,89.74,88.00,30.60,Good
58.8673,102836,119528,119528,-72.01,89.93,88.00,30.60,Good
58.9174,102876,119628,119628,-73.19,89.93,88.00,32.99,Good
58.9693,102938,119773,119773,-76.96,89.97,88.00,32.99,Good
59.0195,103028,119973,119973,-88.94,89.97,88.00,32.99,Good
59.0695,103065,120055,120055,-73.87,89.97,88.00,32.99,Good
59.1214,103089,120132,120132,-54.94,89.97,88.00,32.99,Good
59.1715,103144,120264,120264,-44.52,89.97,88.00,32.99,Good
59.2216,103176,120334,120334,-18.51,89.97,88.00,32.99,Good
59.2730,103207,120427,120427,4.48,89.97,88.00,32.99,Good
59.3243,103260,120526,120526,24.75,89.97,88.00,30.60,Good
59.3737,103217,120377,120377,87.08,89.97,88.00,30.48,Good
59.4238,103073,119985,119985,176.18,89.97,88.00,30.00,Good
59.4740,103030,119906,119906,168.05,89.93,88.00,31.76,Good
59.5259,103102,120008,120008,97.80,89.74,88.00,34.71,Good
59.5760,103191,120299,120299,-10.33,89.74,88.00,32.99,Good
59.6261,103236,120350,120350,-46.42,89.74,88.00,32.99,Good
59.6761,103239,120371,120371,-48.91,89.97,88.00,32.99,Good
59.7278,103264,120421,120421,-40.45,89.97,88.00,30.00,Good
59.7788,103340,120607,120607,-53.83,89.97,88.00,30.00,Good
59.8289,103389,120730,120730,-53.78,89.67,88.00,30.00,Good
59.8791,103422,120844,120844,-52.34,89.67,88.00,30.00,Good
59.9309,103450,120874,120874,-34.79,89.67,88.00,30.00,Good
59.9812,103509,121043,121043,-45.21,89.67,88.00,30.00,Good
