time_sec,red_raw,ir_raw,selected_raw,filtered_latest,bpm,signal_quality
41.6546,91240,88820,88820,34.954203,63.49,Good
41.6950,91270,88877,88877,23.936524,63.45,Good
41.7350,91322,88947,88947,13.478433,63.45,Good
41.7754,91350,88958,88958,2.887851,63.49,Good
41.8159,91352,88968,88968,-9.522127,63.52,Good
41.8560,91451,89057,89057,-24.684278,63.52,Good
41.8961,91478,89145,89145,-41.280705,63.52,Good
41.9367,91572,89300,89300,-55.973643,63.52,Good
41.9767,91609,89366,89366,-63.995982,63.55,Good
42.0168,91660,89411,89411,-61.864219,63.59,Good
42.0571,91670,89456,89456,-48.630214,63.62,Good
42.0974,91638,89418,89418,-26.484825,63.65,Good
42.1375,91613,89408,89408,-0.595743,64.13,Good
42.1778,91628,89443,89443,23.152911,64.67,Good
42.2181,91637,89464,89464,40.093114,65.20,Good
42.2584,91641,89489,89489,48.075205,65.25,Good
42.2985,91644,89516,89516,48.316309,65.30,Good
42.3388,91628,89538,89538,44.104630,64.90,Good
42.3797,91640,89543,89543,38.049492,64.68,Good
42.4198,91569,89405,89405,30.838255,64.56,Good
42.4599,91347,88963,88963,22.037998,64.57,Good
42.4999,91236,88692,88692,10.587113,64.59,Good
42.5400,91215,88685,88685,-2.783565,64.61,Good
42.5803,91209,88655,88655,-15.761475,64.37,Good
42.6206,91185,88608,88608,-26.686544,64.03,Good
42.6611,91147,88568,88568,-35.138272,64.03,Good
42.7012,91069,88439,88439,-41.789100,64.03,Good
42.7413,91127,88502,88502,-48.361704,64.03,Good
42.7818,91119,88485,88485,-55.143983,64.07,Good
42.8219,91068,88455,88455,-61.732236,64.10,Good
42.8619,91038,88465,88465,-66.397361,64.14,Good
42.9027,91084,88525,88525,-66.420333,64.18,Good
42.9428,91026,88452,88452,-59.044234,64.22,Good
42.9828,90936,88329,88329,-43.515164,64.18,Good
43.0229,90945,88361,88361,-21.486190,64.10,Good
43.0633,90999,88445,88445,3.786517,64.07,Good
43.1037,90981,88439,88439,27.848395,64.03,Good
43.1438,91025,88505,88505,46.203924,64.03,Good
43.1839,91083,88621,88621,57.014088,63.97,Good
43.2242,91032,88557,88557,61.734948,63.95,Good
43.2647,91123,88699,88699,62.406932,63.89,Good
43.3047,91172,88790,88790,61.355630,63.83,Good
43.3451,91144,88761,88761,59.149163,63.73,Good
43.3852,91020,88509,88509,55.803141,63.75,Good
43.4262,90857,88145,88145,51.190550,63.74,Good
43.4663,90720,87932,87932,45.183155,63.73,Good
43.5064,90733,87985,87985,37.916418,63.72,Good
43.5465,90845,88125,88125,29.730739,63.74,Good
43.5865,90978,88319,88319,20.424762,63.74,Good
43.6266,91015,88384,88384,9.727133,63.77,Good
43.6669,91084,88439,88439,-3.165405,63.80,Good
43.7073,91035,88343,88343,-18.001306,63.83,Good
43.7474,91075,88424,88424,-33.896332,63.83,Good
43.7878,91130,88506,88506,-48.073906,63.83,Good
43.8279,91160,88606,88606,-57.642639,63.83,Good
43.8683,91184,88632,88632,-59.664264,63.83,Good
43.9084,91181,88644,88644,-52.284725,63.83,Good
43.9490,91159,88647,88647,-35.666970,63.83,Good
43.9891,91143,88633,88633,-12.794268,63.86,Good
44.0292,91155,88665,88665,10.771622,63.90,Good
44.0693,91192,88729,88729,28.736061,63.94,Good
44.1097,91226,88807,88807,36.803788,63.96,Good
44.1500,91181,88771,88771,35.121267,63.97,Good
44.1900,91193,88821,88821,27.284839,63.96,Good
44.2303,91211,88861,88861,18.539915,63.94,Good
44.2706,91082,88638,88638,12.356589,63.98,Good
44.3137,90911,88245,88245,8.397283,64.00,Good
44.3539,90743,87932,87932,4.207184,64.01,Good
44.3941,90753,87938,87938,-2.154610,64.03,Good
44.4342,90769,87974,87974,-10.105228,64.05,Good
44.4751,90817,88031,88031,-18.313234,64.05,Good
44.5152,90865,88095,88095,-25.657059,64.09,Good
44.5553,90848,88056,88056,-32.042236,64.13,Good
44.5954,90879,88087,88087,-38.624186,64.17,Good
44.6355,90944,88200,88200,-45.821054,64.21,Good
44.6756,91014,88296,88296,-52.465353,64.21,Good
44.7157,91036,88354,88354,-56.134248,64.21,Good
44.7558,91072,88412,88412,-53.866945,64.21,Good
44.7958,91031,88341,88341,-43.089066,64.21,Good
44.8359,91049,88389,88389,-23.727966,64.21,Good
44.8760,91038,88393,88393,2.325490,64.21,Good
44.9170,91013,88365,88365,30.546735,64.21,Good
44.9571,90996,88356,88356,55.096221,64.58,Good
44.9975,90995,88368,88368,70.940285,64.62,Good
45.0377,91006,88415,88415,76.013548,64.60,Good
45.0781,91046,88505,88505,72.109998,64.59,Good
45.1186,91028,88517,88517,63.254032,64.57,Good
45.1587,91023,88537,88537,52.348728,64.19,Good
45.1988,90992,88483,88483,40.654628,64.13,Good
45.2389,90810,88134,88134,28.587462,64.15,Good
45.2789,90617,87710,87710,15.925438,64.13,Good
45.3190,90578,87597,87597,2.836154,64.11,Good
45.3591,90562,87585,87585,-9.127878,64.13,Good
45.3992,90604,87626,87626,-19.125781,64.14,Good
45.4403,90538,87517,87517,-27.205837,64.14,Good
45.4804,90581,87566,87566,-34.919665,64.14,Good
45.5213,90589,87593,87593,-43.026742,64.13,Good
45.5614,90606,87559,87559,-51.922072,64.10,Good
45.6015,90588,87561,87561,-61.304869,64.06,Good
45.6415,90606,87645,87645,-69.592298,64.03,Good
45.6816,90662,87719,87719,-73.754168,64.03,Good
45.7217,90706,87769,87769,-70.406829,64.03,Good
45.7621,90643,87731,87731,-57.222801,64.03,Good
45.8022,90593,87680,87680,-34.682915,64.06,Good
45.8423,90615,87746,87746,-6.325154,64.06,Good
45.8825,90622,87729,87729,22.731538,64.10,Good
45.9226,90666,87841,87841,46.568248,64.13,Good
45.9627,90688,87846,87846,61.937016,64.16,Good
46.0037,90669,87870,87870,68.393969,64.14,Good
46.0443,90759,87992,87992,68.432653,64.16,Good
46.0843,90793,88103,88103,65.335906,64.15,Good
46.1244,90942,88286,88286,60.589329,64.13,Good
46.1646,90972,88348,88348,54.780787,64.13,Good
46.2050,90937,88291,88291,48.015058,64.13,Good
46.2452,90773,87995,87995,40.752295,64.08,Good
46.2854,90701,87754,87754,32.862294,63.99,Good
46.3255,90706,87762,87762,24.593043,63.91,Good
46.3656,90788,87905,87905,16.846515,63.85,Good
46.4058,90797,87904,87904,10.130067,63.80,Good
46.4462,90758,87836,87836,3.331411,63.80,Good
46.4864,90755,87852,87852,-5.135643,63.83,Good
46.5267,90733,87772,87772,-15.810620,63.86,Good
46.5671,90757,87840,87840,-28.952632,63.86,Good
46.6076,90668,87760,87760,-43.136688,63.86,Good
46.6480,90702,87815,87815,-56.965167,63.86,Good
46.6881,90709,87850,87850,-67.484141,63.86,Good
46.7282,90725,87874,87874,-71.644196,63.86,Good
46.7684,90754,87934,87934,-67.344240,63.90,Good
46.8088,90772,87990,87990,-54.595611,63.90,Good
46.8488,90757,87962,87962,-36.238922,63.90,Good
46.8889,90767,88007,88007,-17.306217,63.94,Good
46.9292,90787,88065,88065,-1.989652,63.92,Good
46.9693,90825,88140,88140,8.068198,63.86,Good
47.0093,90946,88270,88270,14.316416,63.84,Good
47.0494,90951,88326,88326,19.883150,63.82,Good
47.0912,90876,88247,88247,26.514873,63.76,Good
47.1313,90841,88193,88193,33.237092,63.82,Good
47.1721,90734,88003,88003,38.430510,63.84,Good
47.2122,90545,87635,87635,40.711952,63.82,Good
47.2522,90419,87349,87349,39.056246,63.81,Good
47.2923,90388,87301,87301,33.352871,63.79,Good
47.3324,90384,87318,87318,24.620336,63.75,Good
47.3725,90405,87362,87362,13.853137,63.75,Good
47.4126,90446,87418,87418,1.707584,63.79,Good
47.4527,90404,87361,87361,-11.521983,63.82,Good
47.4928,90492,87444,87444,-26.243842,63.86,Good
47.5328,90557,87562,87562,-41.558272,63.86,Good
47.5729,90634,87682,87682,-55.359607,63.86,Good
47.6133,90685,87767,87767,-64.329711,63.86,Good
47.6534,90666,87745,87745,-64.832429,63.86,Good
47.6949,90579,87641,87641,-54.739173,63.86,Good
47.7350,90532,87617,87617,-34.699938,64.40,Good
47.7750,90571,87678,87678,-7.880301,64.40,Good
47.8151,90608,87748,87748,20.699606,64.40,Good
47.8552,90691,87854,87854,45.463076,64.34,Good
47.8953,90731,87936,87936,62.278688,64.86,Good
47.9360,90830,88114,88114,69.312031,64.84,Good
47.9761,90901,88257,88257,68.056523,65.36,Good
48.0164,91017,88401,88401,61.557733,65.99,Good
48.0565,91108,88511,88511,52.749089,66.68,Good
48.0966,91159,88603,88603,43.331291,66.79,Good
48.1372,91167,88635,88635,34.515254,66.20,Good
48.1775,91159,88539,88539,27.598319,65.58,Good
48.2180,90975,88116,88116,23.758461,64.81,Good
48.2581,90913,87973,87973,21.892761,64.04,Good
48.2981,90970,88072,88072,20.579490,63.27,Good
48.3382,90903,87975,87975,18.081360,63.85,Good
48.3783,90822,87856,87856,11.677352,64.48,Good
48.4186,90780,87794,87794,-0.127168,65.14,Good
48.4587,90808,87866,87866,-17.089429,65.80,Good
48.4989,90731,87719,87719,-37.054188,66.46,Good
48.5389,90510,87471,87471,-58.210303,67.17,Good
48.5790,90651,87704,87704,-78.987867,67.21,Good
48.6198,90784,87874,87874,-95.246801,67.25,Good
48.6602,90929,88094,88094,-103.629567,66.66,Good
48.7003,91033,88210,88210,-101.426564,66.04,Good
48.7407,90942,88150,88150,-88.157784,64.71,Good
48.7808,90967,88166,88166,-66.244743,63.98,Good
48.8210,90965,88182,88182,-39.385403,63.25,Good
48.8611,90949,88147,88147,-11.916992,64.15,Good
48.9012,90933,88193,88193,12.502083,64.78,Good
48.9420,91014,88294,88294,32.725626,65.42,Good
48.9829,91039,88347,88347,49.822035,66.13,Good
49.0230,90987,88329,88329,64.803831,66.83,Good
49.0631,90961,88347,88347,76.534703,66.54,Good
49.1032,91105,88555,88555,82.397637,66.54,Good
49.1439,91018,88417,88417,81.365690,66.54,Good
49.1847,90923,88147,88147,72.638306,65.83,Good
49.2248,90874,88011,88011,57.023366,65.09,Good
49.2649,90913,88043,88043,37.872440,64.34,Good
49.3050,90985,88165,88165,19.999619,63.63,Good
49.3451,91076,88293,88293,6.801903,62.91,Good
49.3852,91018,88228,88228,-1.568292,62.91,Good
49.4253,91079,88327,88327,-8.147483,63.60,Good
49.4654,91126,88352,88352,-14.996104,64.30,Good
49.5054,91204,88458,88458,-23.233144,65.03,Good
49.5462,91191,88409,88409,-31.690658,65.72,Good
49.5863,91022,88238,88238,-38.659203,66.41,Good
49.6264,90828,88023,88023,-42.339530,65.52,Good
49.6665,90964,88165,88165,-41.713181,65.56,Good
49.7070,91086,88375,88375,-35.634595,65.58,Good
49.7472,91426,88856,88856,-25.060123,65.63,Good
49.7877,91654,89140,89140,-11.343066,64.98,Good
49.8281,91890,89468,89468,1.945352,65.25,Good
49.8681,92310,90082,90082,11.364854,64.60,Good
49.9082,92758,90753,90753,16.533873,63.90,Good
49.9483,93213,91332,91332,20.324334,63.19,Good
49.9884,93503,91742,91742,27.193434,63.19,Good
50.0292,93734,92069,92069,40.289034,63.19,Good
50.0693,93876,92255,92255,60.618194,63.21,Good
50.1094,93809,92070,92070,87.132320,63.24,Good
50.1495,93407,91415,91415,116.373942,63.23,Good
50.1904,93162,90984,90984,141.694891,63.23,Good
50.2312,92859,90534,90534,156.688067,63.22,Good
50.2713,92502,90118,90118,154.916612,63.15,Good
50.3114,92280,89832,89832,132.345946,63.08,Good
50.3515,92043,89531,89531,89.077449,63.04,Good
50.3916,91849,89245,89245,28.206610,63.01,Good
50.4317,91706,89089,89089,-45.615481,62.97,Good
50.4717,91724,89138,89138,-126.699392,63.00,Good
50.5118,91851,89296,89296,-207.393882,63.07,Good
50.5519,91897,89389,89389,-277.698144,63.10,Good
50.5927,91850,89349,89349,-326.858853,63.14,Good
50.6328,91817,89338,89338,-346.617899,63.21,Good
50.6729,91851,89386,89386,-333.397120,63.24,Good
50.7130,91843,89382,89382,-288.989617,63.22,Good
50.7543,91855,89414,89414,-220.323017,63.23,Good
50.7944,91817,89374,89374,-137.467290,63.24,Good
50.8349,91852,89477,89477,-52.052166,63.22,Good
