time_sec,red_raw,ir_raw,selected_raw,filtered_latest,bpm,signal_quality
1.0002,82389,82889,82889,,,Collecting
1.0452,104198,108159,108159,,,Collecting
1.0853,103844,107717,107717,,,Collecting
1.1254,103759,107551,107551,,,Collecting
1.1655,103821,107616,107616,,,Collecting
1.2055,103777,107573,107573,,,Collecting
1.2456,103477,107121,107121,,,Collecting
1.2857,103118,106619,106619,,,Collecting
1.3257,102707,105926,105926,,,Collecting
1.3658,102614,105776,105776,,,Collecting
1.4059,102647,105836,105836,,,Collecting
1.4459,102537,105634,105634,,,Collecting
1.4860,102425,105349,105349,,,Collecting
1.5261,102445,105326,105326,,,Collecting
1.5661,102395,105304,105304,,,Collecting
1.6062,102168,105008,105008,,,Collecting
1.6463,102162,105026,105026,,,Collecting
1.6864,102198,105081,105081,,,Collecting
1.7264,102178,105029,105029,,,Collecting
1.7665,102107,104956,104956,,,Collecting
1.8066,101981,104821,104821,,,Collecting
1.8466,102001,104825,104825,,,Collecting
1.8867,101927,104792,104792,,,Collecting
1.9268,101938,104838,104838,,,Collecting
1.9668,101822,104695,104695,,,Collecting
2.0069,101727,104582,104582,,,Collecting
2.0470,101649,104511,104511,,,Collecting
2.0870,101631,104537,104537,,,Collecting
2.1271,101577,104472,104472,,,Collecting
2.1672,101563,104466,104466,,,Collecting
2.2073,101628,104597,104597,,,Collecting
2.2473,101577,104574,104574,,,Collecting
2.2874,101582,104581,104581,,,Collecting
2.3275,101629,104676,104676,,,Collecting
2.3675,101686,104738,104738,,,Collecting
2.4076,101686,104616,104616,,,Collecting
2.4477,101590,104479,104479,,,Collecting
2.4878,101473,104356,104356,,,Collecting
2.5279,101378,104190,104190,,,Collecting
2.5680,101376,104162,104162,,,Collecting
2.6081,101396,104217,104217,,,Collecting
2.6482,101215,103960,103960,,,Collecting
2.6883,101011,103741,103741,,,Collecting
2.7284,100940,103656,103656,,,Collecting
2.7685,101025,103737,103737,,,Collecting
2.8085,101080,103850,103850,,,Collecting
2.8487,101232,104075,104075,,,Collecting
2.8887,101197,104113,104113,,,Collecting
2.9288,101164,104065,104065,,,Collecting
2.9689,101227,104200,104200,,,Collecting
3.0090,101210,104216,104216,,,Collecting
3.0491,101231,104264,104264,,,Collecting
3.0892,101201,104267,104267,,,Collecting
3.1293,101254,104363,104363,,,Collecting
3.1694,101316,104439,104439,,,Collecting
3.2095,101225,104395,104395,,,Collecting
3.2496,101276,104481,104481,,,Collecting
3.2897,101249,104473,104473,,,Collecting
3.3298,101128,104307,104307,,,Collecting
3.3699,101055,104046,104046,,,Collecting
3.4100,100977,103953,103953,,,Collecting
3.4501,100988,103982,103982,,,Collecting
3.4902,100930,103909,103909,,,Collecting
3.5303,100853,103840,103840,,,Collecting
3.5704,100769,103758,103758,,,Collecting
3.6105,100821,103777,103777,,,Collecting
3.6506,100783,103723,103723,,,Collecting
3.6907,100636,103516,103516,,,Collecting
3.7308,100470,103307,103307,,,Collecting
3.7709,100297,103117,103117,,,Collecting
3.8110,100249,103054,103054,,,Collecting
3.8511,100177,102978,102978,,,Collecting
3.8912,100180,103004,103004,,,Collecting
3.9313,100177,102951,102951,,,Collecting
3.9714,100099,102900,102900,,,Collecting
4.0115,100048,102888,102888,,,Collecting
4.0515,100109,102968,102968,,,Collecting
4.0916,100141,103058,103058,,,Collecting
4.1317,100220,103170,103170,,,Collecting
4.1718,100289,103304,103304,,,Collecting
4.2119,100292,103290,103290,,,Collecting
4.2520,100133,102995,102995,,,Collecting
4.2921,99993,102705,102705,,,Collecting
4.3322,99948,102616,102616,,,Collecting
4.3724,99921,102591,102591,,,Collecting
4.4125,99871,102528,102528,,,Collecting
4.4526,99884,102514,102514,,,Collecting
4.4927,99899,102576,102576,,,Collecting
4.5328,99836,102439,102439,,,Collecting
4.5728,99917,102568,102568,,,Collecting
4.6129,99948,102613,102613,,,Collecting
4.6530,99935,102649,102649,,,Collecting
4.6931,99960,102744,102744,,,Collecting
4.7332,99933,102687,102687,,,Collecting
4.7733,99798,102485,102485,,,Collecting
4.8134,99725,102394,102394,,,Collecting
4.8535,99671,102382,102382,,,Collecting
4.8936,99685,102405,102405,,,Collecting
4.9337,99713,102407,102407,,,Collecting
4.9738,99730,102469,102469,5.741449,,Fair
5.0139,99773,102569,102569,12.928119,,Fair
5.0540,99757,102562,102562,15.304674,,Fair
5.0940,99751,102613,102613,14.378104,,Fair
5.1341,99717,102561,102561,11.544134,,Fair
5.1742,99635,102416,102416,7.672415,,Fair
5.2143,99526,102236,102236,3.866856,,Fair
5.2544,99414,101951,101951,1.615754,,Fair
5.2945,99171,101618,101618,1.833600,,Fair
5.3346,98958,101351,101351,4.248964,,Fair
5.3747,98921,101279,101279,7.019996,,Fair
5.4148,98918,101275,101275,7.696680,,Fair
5.4548,98868,101212,101212,3.964533,,Fair
5.4949,98870,101189,101189,-5.570792,,Fair
5.5350,98924,101300,101300,-20.094958,46.88,Fair
5.5751,98961,101363,101363,-36.449439,46.88,Fair
5.6153,98975,101415,101415,-51.162460,46.88,Fair
5.6554,99002,101469,101469,-60.856090,46.88,Fair
5.6954,98989,101434,101434,-62.443634,46.88,Fair
5.7355,98945,101448,101448,-54.262536,46.88,Fair
5.7756,99028,101584,101584,-36.291596,46.88,Fair
5.8157,99047,101612,101612,-10.102411,46.88,Fair
5.8558,99039,101612,101612,20.311095,46.88,Fair
5.8959,99027,101642,101642,49.784302,46.88,Fair
5.9360,98979,101598,101598,73.586516,46.88,Fair
5.9761,98988,101664,101664,88.174658,46.88,Fair
6.0162,99059,101767,101767,92.872247,46.88,Fair
6.0563,99085,101803,101803,89.369293,46.88,Fair
6.0964,99001,101717,101717,80.367211,46.88,Fair
6.1365,98826,101373,101373,68.248636,46.88,Fair
6.1765,98634,101041,101041,53.786589,46.88,Fair
6.2166,98576,100919,100919,37.520925,46.88,Fair
6.2567,98555,100927,100927,20.559626,46.88,Fair
6.2968,98596,100994,100994,3.748985,46.88,Fair
6.3369,98590,100966,100966,-12.498817,46.88,Fair
6.3770,98503,100849,100849,-28.265436,46.88,Fair
6.4171,98455,100754,100754,-43.643720,46.88,Fair
6.4572,98502,100808,100808,-58.345928,46.88,Fair
6.4973,98549,100879,100879,-71.231620,46.88,Fair
6.5374,98600,100980,100980,-81.049907,46.88,Fair
6.5775,98556,100923,100923,-85.867550,46.88,Fair
6.6176,98517,100892,100892,-83.892457,46.88,Fair
6.6577,98532,100919,100919,-73.422815,46.88,Fair
6.6978,98490,100854,100854,-54.198472,46.88,Fair
6.7378,98402,100737,100737,-28.968912,46.88,Fair
6.7779,98327,100657,100657,-2.885433,46.88,Fair
6.8180,98282,100621,100621,18.740662,46.88,Fair
6.8581,98271,100627,100627,32.861048,46.88,Fair
6.8982,98103,100422,100422,40.068884,46.88,Fair
6.9383,97950,100218,100218,42.259679,46.88,Fair
6.9784,97966,100227,100227,41.093213,46.88,Fair
7.0185,97811,99931,99931,37.684890,46.88,Fair
7.0586,97683,99620,99620,30.747179,46.88,Fair
7.0987,97655,99570,99570,19.685688,46.88,Fair
7.1388,97591,99425,99425,6.600879,46.88,Fair
7.1788,97567,99403,99403,-6.363112,46.88,Fair
7.2189,97494,99283,99283,-17.046594,46.88,Fair
7.2590,97413,99130,99130,-25.160614,46.88,Fair
7.2991,97295,98925,98925,-31.264823,46.88,Fair
7.3392,97277,98872,98872,-36.162812,46.88,Fair
7.3793,97523,99228,99228,-39.871232,46.88,Fair
7.4194,97518,99207,99207,-40.202384,46.88,Fair
7.4595,97487,99167,99167,-36.762988,46.88,Fair
7.4996,97579,99293,99293,-29.084880,46.88,Fair
7.5397,97528,99251,99251,-16.484946,46.88,Fair
7.5797,97511,99189,99189,-0.317231,46.88,Fair
7.6198,97532,99237,99237,17.103673,46.88,Fair
7.6599,97481,99201,99201,34.029304,46.88,Fair
7.7000,97431,99132,99132,48.947625,46.88,Fair
7.7401,97345,99029,99029,60.849259,46.88,Fair
7.7802,97309,98996,98996,68.999200,46.88,Fair
7.8203,97276,98935,98935,73.450921,46.88,Fair
7.8604,97278,98929,98929,73.626602,46.88,Fair
7.9005,97229,98788,98788,68.481686,46.88,Fair
7.9406,97029,98380,98380,56.981878,46.88,Fair
7.9806,96953,98146,98146,38.766766,46.88,Fair
8.0207,96877,98047,98047,16.441148,46.88,Fair
8.0608,96883,98009,98009,-5.981161,46.88,Fair
8.1009,96942,98074,98074,-25.382967,46.88,Fair
8.1410,96979,98101,98101,-40.531201,46.88,Fair
8.1811,97040,98131,98131,-52.038846,46.88,Fair
8.2212,97085,98170,98170,-60.402138,46.88,Fair
8.2613,97062,98112,98112,-65.533514,46.88,Fair
8.3014,97080,98119,98119,-67.634695,46.88,Fair
8.3415,97163,98243,98243,-66.162589,46.88,Fair
8.3816,97120,98204,98204,-59.577943,46.88,Fair
8.4217,97098,98128,98128,-47.241353,46.88,Fair
8.4618,97131,98161,98161,-29.203947,46.88,Fair
8.5019,97302,98460,98460,-6.561029,46.88,Fair
8.5419,97428,98623,98623,18.726692,46.88,Fair
8.5820,97463,98665,98665,42.359561,46.88,Fair
8.6221,97438,98610,98610,59.769435,46.88,Fair
8.6622,97363,98510,98510,68.293218,46.88,Fair
8.7023,97268,98451,98451,68.503362,46.88,Fair
8.7424,97300,98474,98474,63.562349,46.88,Fair
8.7825,97316,98489,98489,57.020325,46.88,Fair
8.8226,97251,98369,98369,50.936770,46.88,Fair
8.8627,97073,97959,97959,45.485538,46.88,Fair
8.9028,96942,97683,97683,38.573919,46.88,Fair
8.9429,96971,97676,97676,28.335450,46.88,Fair
8.9836,96894,97578,97578,14.313045,46.88,Fair
9.0237,96962,97646,97646,-3.914422,46.88,Fair
9.0638,96975,97627,97627,-24.893999,46.88,Fair
9.1039,96850,97421,97421,-46.533099,46.88,Fair
9.1440,96913,97460,97460,-66.749003,46.88,Fair
9.1841,96840,97369,97369,-81.730068,46.88,Fair
9.2242,96893,97438,97438,-89.578682,46.88,Fair
9.2642,97023,97667,97667,-89.944374,46.88,Fair
9.3043,97046,97657,97657,-83.230137,46.88,Fair
9.3445,97046,97705,97705,-70.777501,46.88,Fair
9.3846,97185,97887,97887,-52.832340,46.88,Fair
9.4247,97320,98049,98049,-29.459289,46.88,Fair
9.4648,97208,97929,97929,-2.207780,46.88,Fair
9.5049,97122,97823,97823,24.605776,46.88,Fair
9.5450,97133,97841,97841,46.681413,46.88,Fair
9.5851,97199,97950,97950,62.013656,46.88,Fair
9.6252,97242,98008,98008,71.675650,46.88,Fair
9.6653,97268,98033,98033,77.821032,46.88,Fair
9.7054,97220,97953,97953,81.485987,46.88,Fair
9.7455,97049,97597,97597,81.635600,46.88,Fair
9.7855,96923,97313,97313,75.534098,46.88,Fair
9.8256,96890,97255,97255,61.850030,46.88,Fair
9.8657,96875,97243,97243,42.068890,46.88,Fair
9.9058,96911,97274,97274,19.251961,46.88,Fair
9.9459,96946,97292,97292,-3.182029,46.88,Fair
9.9860,96962,97327,97327,-22.865423,46.88,Fair
10.0261,96997,97335,97335,-38.738209,46.88,Fair
10.0662,97001,97345,97345,-50.975104,46.88,Fair
10.1063,97007,97323,97323,-59.984241,46.88,Fair
10.1464,97041,97382,97382,-66.262320,46.88,Fair
10.1865,96993,97333,97333,-69.157278,46.88,Fair
10.2266,96961,97288,97288,-67.073630,46.88,Fair
10.2666,96946,97266,97266,-57.636181,46.88,Fair
10.3067,96958,97277,97277,-40.194232,46.88,Fair
10.3468,97049,97484,97484,-17.584032,46.88,Fair
10.3869,97087,97527,97527,5.724460,46.88,Fair
10.4270,97115,97582,97582,24.276066,46.88,Fair
10.4678,97125,97656,97656,35.062614,46.88,Fair
10.5079,97165,97700,97700,38.582525,46.88,Fair
10.5480,97143,97696,97696,37.803425,46.88,Fair
10.5880,97121,97646,97646,35.844564,46.88,Fair
10.6281,97174,97733,97733,34.234149,46.88,Fair
10.6682,97147,97617,97617,34.016188,46.88,Fair
10.7083,97078,97445,97445,34.580574,46.88,Fair
10.7484,97100,97453,97453,34.623293,46.88,Fair
10.7885,97290,97668,97668,33.105771,46.88,Fair
10.8286,97418,97831,97831,29.596360,46.88,Fair
10.8692,97373,97780,97780,23.630945,46.88,Fair
10.9093,97389,97777,97777,14.444021,46.88,Fair
10.9494,97469,97855,97855,2.618583,46.88,Fair
10.9898,97530,97974,97974,-9.836209,46.88,Fair
11.0300,97509,97980,97980,-20.143700,46.88,Fair
11.0708,97583,98106,98106,-26.618617,46.88,Fair
11.1109,97552,98079,98079,-27.988312,46.88,Fair
11.1510,97557,98088,98088,-24.846776,46.88,Fair
11.1911,97525,98058,98058,-18.127338,46.88,Fair
11.2312,97506,98043,98043,-9.560053,46.88,Fair
11.2713,97569,98152,98152,-1.444381,46.88,Fair
11.3114,97624,98257,98257,4.438626,46.88,Fair
11.3515,97630,98300,98300,6.945944,46.88,Fair
11.3916,97704,98396,98396,5.756356,46.88,Fair
11.4318,97703,98422,98422,2.211114,46.88,Fair
11.4719,97925,98791,98791,-2.071050,46.88,Fair
11.5131,97936,98833,98833,-4.139154,46.88,Fair
11.5532,98058,99028,99028,-4.437603,46.88,Fair
11.5936,98175,99210,99210,-3.364282,46.88,Fair
11.6337,98114,99090,99090,-0.587680,46.88,Fair
11.6746,97986,98819,98819,4.014630,46.88,Fair
11.7146,97879,98643,98643,9.869030,46.88,Fair
11.7547,97899,98649,98649,15.758510,46.88,Fair
11.7948,97854,98612,98612,20.515976,46.88,Fair
11.8349,97781,98526,98526,22.594314,46.88,Fair
11.8750,97661,98332,98332,20.679752,46.88,Fair
11.9151,97636,98249,98249,13.587772,46.88,Fair
11.9552,97630,98279,98279,1.302121,46.88,Fair
11.9953,97654,98292,98292,-15.220990,46.88,Fair
12.0358,97621,98299,98299,-34.554478,46.88,Fair
12.0768,97734,98451,98451,-54.505124,46.88,Fair
12.1174,97743,98496,98496,-71.075880,46.88,Fair
12.1575,97784,98586,98586,-80.441664,46.88,Fair
12.1976,97825,98649,98649,-79.604327,46.88,Fair
12.2376,97862,98741,98741,-68.307557,46.88,Fair
12.2777,97892,98808,98808,-48.811724,46.88,Fair
12.3178,97837,98783,98783,-24.910620,46.88,Fair
12.3579,97838,98753,98753,-0.769650,46.88,Fair
12.3980,97871,98803,98803,20.796200,46.88,Fair
12.4381,97967,98953,98953,39.158074,46.88,Fair
12.4789,97933,98950,98950,54.822156,46.88,Fair
12.5190,97941,98939,98939,66.613598,46.88,Fair
12.5596,97949,98955,98955,72.702071,46.88,Fair
12.5997,97766,98674,98674,72.446693,46.88,Fair
12.6398,97620,98410,98410,65.645895,46.88,Fair
12.6800,97587,98310,98310,53.544874,46.88,Fair
12.7201,97579,98299,98299,38.232957,46.88,Fair
12.7602,97540,98282,98282,21.758049,46.88,Fair
12.8003,97579,98293,98293,5.634982,46.88,Fair
12.8404,97529,98229,98229,-9.116660,46.88,Fair
12.8809,97475,98137,98137,-22.563948,46.88,Fair
12.9217,97530,98202,98202,-35.297332,46.88,Fair
12.9618,97540,98269,98269,-47.058110,46.88,Fair
13.0018,97638,98366,98366,-57.165347,46.88,Fair
13.0419,97612,98348,98348,-63.783828,46.88,Fair
13.0828,97537,98229,98229,-64.721106,46.88,Fair
13.1230,97462,98169,98169,-58.392576,46.88,Fair
13.1637,97492,98204,98204,-44.689139,46.88,Fair
13.2038,97472,98189,98189,-25.594999,46.88,Fair
13.2439,97465,98170,98170,-5.081590,46.88,Fair
13.2840,97443,98213,98213,12.788966,46.88,Fair
13.3241,97479,98302,98302,25.466575,46.88,Fair
13.3642,97536,98373,98373,32.620847,46.88,Fair
13.4043,97547,98403,98403,35.671569,46.88,Fair
13.4443,97609,98505,98505,36.126709,46.88,Fair
13.4851,97624,98535,98535,35.016550,46.88,Fair
13.5252,97610,98555,98555,32.532840,46.88,Fair
13.5653,97624,98555,98555,29.331966,46.88,Fair
13.6060,97511,98335,98335,26.849035,46.88,Fair
13.6461,97405,98108,98108,25.705083,46.88,Fair
13.6862,97381,98047,98047,25.590622,46.88,Fair
13.7264,97471,98126,98126,25.300542,46.88,Fair
13.7665,97540,98193,98193,23.296550,46.88,Fair
13.8066,97502,98135,98135,18.411894,46.88,Fair
13.8467,97443,98068,98068,10.093901,46.88,Fair
13.8875,97428,98068,98068,-1.266203,46.88,Fair
13.9276,97445,98058,98058,-14.547435,46.88,Fair
13.9677,97471,98110,98110,-28.363626,46.88,Fair
14.0080,97573,98261,98261,-40.545057,46.88,Fair
14.0481,97624,98343,98343,-48.307690,46.88,Fair
14.0882,97603,98298,98298,-49.715601,46.88,Fair
14.1287,97566,98285,98285,-44.444387,46.88,Fair
14.1690,97583,98318,98318,-33.338833,46.88,Fair
14.2094,97566,98334,98334,-18.517139,46.88,Fair
14.2497,97586,98371,98371,-3.209158,46.88,Fair
14.2898,97559,98360,98360,9.693067,46.88,Fair
14.3299,97558,98347,98347,18.500391,46.88,Fair
14.3701,97582,98415,98415,23.421929,46.88,Fair
14.4102,97682,98560,98560,26.148808,46.88,Fair
14.4506,97761,98688,98688,28.112558,46.88,Fair
14.4907,97785,98744,98744,29.103122,46.88,Fair
14.5308,97821,98820,98820,27.880701,46.88,Fair
14.5709,97850,98892,98892,24.230159,46.88,Fair
14.6110,97960,99019,99019,19.300304,46.88,Fair
14.6526,98069,99098,99098,15.185542,46.88,Fair
14.6927,98004,98949,98949,13.516159,46.88,Fair
14.7341,97965,98846,98846,13.936340,46.88,Fair
14.7742,97990,98885,98885,15.243999,46.88,Fair
14.8142,98022,98894,98894,16.266942,46.88,Fair
14.8543,97923,98787,98787,15.996889,46.88,Fair
14.8944,97886,98736,98736,13.440375,46.88,Fair
14.9345,97872,98695,98695,8.082184,46.88,Fair
14.9746,97891,98707,98707,-0.485693,46.88,Fair
15.0147,97994,98881,98881,-11.976739,46.88,Fair
15.0547,98153,99138,99138,-24.701970,46.88,Fair
15.0948,98221,99246,99246,-36.081204,46.88,Fair
15.1349,98225,99240,99240,-44.219227,46.88,Fair
15.1750,98155,99163,99163,-48.095383,46.88,Fair
15.2150,98243,99299,99299,-47.621977,46.88,Fair
15.2551,98270,99337,99337,-41.963021,46.88,Fair
15.2952,98241,99320,99320,-31.299356,46.88,Fair
15.3353,98251,99340,99340,-16.920131,46.88,Fair
15.3754,98384,99558,99558,-1.090738,46.88,Fair
15.4154,98360,99537,99537,14.550613,46.88,Fair
15.4555,98354,99528,99528,27.590025,46.88,Fair
15.4956,98272,99415,99415,36.544787,46.88,Fair
15.5356,98185,99370,99370,39.674543,46.88,Fair
15.5757,98187,99357,99357,36.260170,46.88,Fair
15.6158,98111,99201,99201,27.559328,46.88,Fair
15.6559,97911,98771,98771,16.350252,46.88,Fair
15.6959,97882,98729,98729,4.561917,46.88,Fair
15.7360,97955,98818,98818,-5.324484,46.88,Fair
15.7766,97944,98806,98806,-12.698046,46.88,Fair
15.8167,97976,98842,98842,-19.348114,46.88,Fair
15.8568,97888,98726,98726,-26.808095,46.88,Fair
15.8971,97878,98677,98677,-35.878666,46.88,Fair
15.9372,97766,98496,98496,-45.130440,46.88,Fair
15.9775,97642,98357,98357,-52.981909,46.88,Fair
16.0179,97628,98359,98359,-57.618274,46.88,Fair
16.0580,97650,98410,98410,-56.949193,50.73,Good
16.0983,97628,98366,98366,-49.622742,54.64,Good
16.1386,97589,98320,98320,-36.497846,58.07,Good
16.1787,97517,98289,98289,-19.955227,61.64,Good
16.2198,97638,98413,98413,-3.026247,65.20,Good
16.2599,97637,98456,98456,12.020685,64.91,Good
16.2999,97623,98445,98445,22.987184,64.60,Good
16.3400,97616,98450,98450,28.876183,64.78,Good
16.3801,97660,98529,98529,30.946379,64.82,Good
16.4202,97671,98549,98549,32.665451,64.86,Good
16.4607,97627,98492,98492,36.915500,64.91,Good
16.5008,97567,98434,98434,43.718164,64.91,Good
16.5411,97578,98469,98469,50.734322,64.91,Good
16.5812,97509,98353,98353,55.713443,64.87,Good
16.6216,97366,98030,98030,56.788099,64.81,Good
16.6617,97298,97846,97846,52.630690,64.71,Good
16.7022,97336,97866,97866,43.731325,64.62,Good
16.7422,97356,97902,97902,31.818907,64.55,Good
16.7823,97317,97827,97827,18.281760,64.52,Good
16.8231,97330,97879,97879,3.319039,64.52,Good
16.8631,97347,97859,97859,-12.159520,64.55,Good
16.9032,97371,97927,97927,-27.207851,64.58,Good
16.9433,97544,98136,98136,-40.358170,64.61,Good
16.9836,97652,98334,98334,-49.894969,64.65,Good
17.0239,97665,98377,98377,-54.334538,64.68,Good
17.0640,97628,98334,98334,-52.671963,64.68,Good
17.1046,97518,98181,98181,-44.285626,65.21,Good
17.1447,97388,98000,98000,-29.956065,65.71,Good
17.1848,97317,97929,97929,-11.896189,66.21,Good
17.2252,97365,98021,98021,7.058895,66.71,Good
17.2653,97326,98003,98003,24.248781,67.24,Good
17.3059,97275,97939,97939,36.520449,67.28,Good
17.3460,97265,97957,97957,41.637858,67.27,Good
17.3860,97359,98125,98125,39.478096,67.25,Good
17.4266,97380,98129,98129,31.934504,67.24,Good
17.4667,97295,98039,98039,20.294239,67.23,Good
17.5068,97196,97957,97957,5.738293,67.18,Good
17.5471,97244,98004,98004,-9.445013,67.18,Good
17.5875,97088,97682,97682,-21.014937,66.55,Good
17.6276,96971,97465,97465,-26.804018,65.92,Good
17.6681,97011,97463,97463,-26.031511,65.29,Good
17.7081,96971,97418,97418,-19.931056,64.66,Good
17.7482,96998,97482,97482,-12.468843,64.00,Good
17.7889,96953,97404,97404,-7.216459,63.96,Good
17.8290,96881,97292,97292,-6.671914,63.93,Good
17.8691,96827,97199,97199,-10.995805,63.89,Good
17.9095,96725,97053,97053,-18.376779,64.48,Good
17.9495,96744,97134,97134,-26.754728,65.11,Good
17.9899,96921,97393,97393,-33.491254,65.77,Good
18.0300,96974,97519,97519,-35.748470,65.84,Good
18.0703,96928,97424,97424,-31.713595,65.91,Good
18.1107,96876,97352,97352,-21.663667,65.32,Good
18.1507,96815,97301,97301,-7.521390,64.73,Good
18.1911,96787,97287,97287,7.639280,64.14,Good
18.2311,96776,97291,97291,21.186801,64.67,Good
18.2716,96752,97259,97259,31.672062,65.19,Good
18.3117,96767,97283,97283,38.593141,65.75,Good
18.3522,96747,97274,97274,42.917963,66.31,Good
18.3923,96736,97296,97296,45.895401,67.17,Good
18.4324,96736,97304,97304,47.775465,67.07,Good
18.4728,96667,97223,97223,47.029968,66.49,Good
18.5129,96535,96941,96941,41.701517,65.93,Good
18.5532,96395,96676,96676,30.724758,65.34,Good
18.5935,96339,96510,96510,15.679518,64.41,Good
18.6338,96324,96515,96515,0.074337,63.91,Good
18.6739,96330,96569,96569,-12.342707,63.92,Good
18.7143,96390,96612,96612,-20.074375,63.92,Good
18.7544,96391,96607,96607,-24.557645,63.95,Good
18.7946,96408,96611,96611,-28.732069,63.99,Good
18.8356,96513,96727,96727,-34.401957,64.02,Good
18.8756,96600,96858,96858,-40.814103,64.02,Good
18.9157,96611,96895,96895,-45.777271,64.37,Good
18.9558,96678,96989,96989,-47.082802,64.72,Good
18.9958,96685,96989,96989,-42.272740,65.07,Good
19.0362,96649,96957,96957,-30.177159,65.42,Good
19.0763,96677,97006,97006,-11.448281,65.77,Good
19.1166,96728,97103,97103,11.400764,65.42,Good
19.1571,96818,97263,97263,34.158767,65.05,Good
19.1972,96893,97379,97379,52.488220,64.69,Good
19.2373,97002,97528,97528,63.228138,64.32,Good
19.2777,97048,97619,97619,66.165684,63.95,Good
19.3177,97163,97764,97764,63.142503,63.93,Good
19.3585,97246,97917,97917,56.939302,63.93,Good
19.3986,97296,97945,97945,49.660677,63.93,Good
19.4386,97198,97714,97714,42.253024,64.30,Good
19.4789,97076,97413,97413,34.646363,64.63,Good
19.5193,97048,97314,97314,26.830259,64.96,Good
19.5594,97059,97356,97356,19.410076,65.29,Good
19.5995,97084,97358,97358,12.471300,65.63,Good
19.6399,97141,97408,97408,4.616803,65.59,Good
19.6800,97159,97479,97479,-5.725985,65.59,Good
19.7204,97201,97484,97484,-19.405305,65.59,Good
19.7605,97189,97494,97494,-36.286590,65.63,Good
19.8009,97183,97497,97497,-54.619862,65.66,Good
19.8410,97243,97617,97617,-71.640111,65.70,Good
19.8850,97325,97729,97729,-83.763344,65.73,Good
19.9251,97382,97798,97798,-87.908177,65.77,Good
19.9652,97395,97844,97844,-82.163119,65.77,Good
20.0053,97422,97902,97902,-66.461564,65.81,Good
20.0454,97470,97961,97961,-43.064816,65.85,Good
20.0855,97440,97937,97937,-16.401047,65.89,Good
20.1256,97390,97909,97909,7.888057,65.90,Good
20.1657,97466,98002,98002,25.485640,65.90,Good
20.2058,97497,98101,98101,35.728215,65.87,Good
20.2459,97627,98295,98295,40.613843,65.84,Good
20.2868,97661,98382,98382,43.209106,65.81,Good
20.3269,97635,98305,98305,44.836489,65.81,Good
20.3669,97565,98214,98214,44.844606,65.80,Good
20.4071,97376,97800,97800,42.657141,65.76,Good
